round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Novak Djokovic,6-1 6-3 6-1,2011,m,Novak Djokovic,Marcel Granollers,SRB,ESP,67%,48%,7,3,1,3,75%,68%,68%,24%,206,207,194,188,155,143,58%,50%,53%,27%,84,47,34,15,17,26,68%,55%
First,Andy Roddick,6-1 6-2 6-2,2011,m,Andy Roddick,Jan Hajek,USA,CZE,68%,58%,18,2,2,3,80%,58%,54%,35%,219,200,199,173,184,138,46%,0%,49%,28%,91,57,31,18,23,37,100%,61%
First,Igor Kunitsyn,6-7(1) 6-4 6-4 7-6(6),2011,m,Igor Kunitsyn,Michal Przysiezny,RUS,POL,59%,58%,8,16,1,7,66%,66%,56%,42%,,,,,0,0,44%,63%,42%,38%,154,140,,,,,,
First,Robin Haase,6-4 6-3 7-6(5),2011,m,Robin Haase,Carlos Berlocq,NED,ARG,57%,49%,4,4,5,3,73%,71%,60%,46%,,,,,0,0,63%,33%,40%,31%,112,92,,,,,,
First,Juan Monaco,7-6(5) 7-6(4) 6-2,2011,m,Juan Monaco,Simon Greul,ARG,GER,72%,59%,5,3,1,7,67%,57%,48%,42%,201,203,173,188,146,146,33%,50%,47%,38%,128,105,26,37,42,70,67%,73%
First,Stanislas Wawrinka,7-6(3) 6-4 6-4,2011,m,Stanislas Wawrinka,Teimuraz Gabashvili,SUI,RUS,54%,52%,11,6,5,4,78%,68%,55%,55%,211,201,189,190,NULL,NULL,30%,50%,37%,31%,116,102,39,36,42,52,52%,60%
First,Grigor Dimitrov,6-1 6-4 6-2,2011,m,Grigor Dimitrov,Andrey Golubev,BUL,KAZ,57%,60%,2,2,2,2,78%,58%,77%,43%,,,,,0,0,38%,0%,47%,22%,96,61,,,,,,
First,Frederico Gil,6-4 6-7(7) 4-6 6-3 9-7,2011,m,Frederico Gil,Pablo Cuevas,POR,URU,63%,56%,4,20,3,7,68%,66%,51%,48%,,,,,0,0,50%,33%,41%,38%,198,184,,,,,,
First,Gael Monfils,6-7(5) 2-6 7-5 6-2 6-1,2011,m,Gael Monfils,Thiemo de Bakker,FRA,NED,64%,62%,13,14,4,5,76%,63%,49%,40%,203,214,176,192,150,148,32%,56%,44%,33%,174,148,55,57,33,71,58%,60%
First,Mardy Fish,2-6 4-6 6-3 7-5 6-3,2011,m,Mardy Fish,Victor Hanescu,USA,ROU,57%,75%,12,10,3,1,77%,67%,50%,54%,205,203,181,186,141,153,46%,42%,36%,34%,143,141,70,52,50,42,75%,61%
First,Tommy Robredo,7-6(4) 6-3 6-4,2011,m,Tommy Robredo,Somdev Devvarman,ESP,IND,62%,66%,9,6,0,2,73%,69%,60%,42%,,,,,0,0,33%,25%,39%,32%,114,97,,,,,,
First,Sergiy Stakhovsky,6-2 6-3 6-4,2011,m,Sergiy Stakhovsky,Daniel Brands,UKR,GER,68%,65%,7,5,1,3,77%,71%,52%,19%,,,,,0,0,60%,100%,45%,31%,88,63,,,,,,
First,Lukasz Kubot,5-7 6-2 3-6 6-1 8-6,2011,m,Lukasz Kubot,Sam Querrey,POL,USA,68%,67%,7,19,8,4,75%,63%,41%,51%,203,212,183,186,150,144,54%,33%,40%,34%,175,158,75,51,47,25,71%,71%
First,Albert Montanes,6-4 6-2 3-6 2-6 7-5,2011,m,Albert Montanes,Dustin Brown,ESP,GER,58%,69%,1,29,3,7,68%,76%,70%,31%,,,,,0,0,31%,25%,36%,31%,157,149,,,,,,
First,Xavier Malisse,6-1 6-2 7-6(3),2011,m,Xavier Malisse,Pablo Andujar,BEL,ESP,58%,66%,1,1,3,0,67%,53%,66%,54%,,,,,0,0,67%,67%,47%,32%,92,69,,,,,,
First,Gilles Simon,6-7(3) 6-2 6-4 6-2,2011,m,Gilles Simon,Yen-Hsun Lu,FRA,TPE,49%,60%,6,3,2,4,77%,66%,59%,46%,200,197,176,183,130,154,55%,17%,41%,31%,138,113,47,43,35,63,82%,71%
First,Roger Federer,6-1 6-1 6-3,2011,m,Roger Federer,Lukas Lacko,SUI,SVK,64%,67%,8,3,1,1,87%,59%,67%,22%,206,202,183,186,151,149,50%,100%,52%,20%,91,51,37,11,18,27,80%,50%
