round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Fabio Fognini,6-3 6-2 ret.,2014,m,Fabio Fognini,Alex Jr. Bogomolov,ITA,RUS,47%,54%,3,0,4,11,69%,58%,52%,33%,,,,,,,30%,33%,54%,40%,78,61,21,11,31,46,67%,67%
First,Novak Djokovic,6-3 7-6(2) 6-1,2014,m,Novak Djokovic,Lukas Lacko,SRB,SVK,68%,61%,10,5,0,1,83%,63%,68%,50%,202,201,190,182,153,153,50%,33%,42%,22%,101,70,40,17,30,29,89%,73%
First,Mikhail Youzhny,6-1 6-4 6-2,2014,m,Mikhail Youzhny,Jan-Lennard Struff,RUS,GER,69%,49%,5,2,2,8,66%,65%,63%,32%,,,,,,,78%,40%,52%,35%,95,66,11,20,30,61,63%,68%
First,Kevin Anderson,2-6 6-7(4) 6-4 6-4 6-4,2014,m,Kevin Anderson,Jiri Vesely,RSA,CZE,63%,57%,21,16,9,10,83%,75%,52%,61%,,,,,,,21%,33%,31%,29%,154,154,21,16,9,10,,
First,Ernests Gulbis,1-6 6-4 7-6(4) 6-2,2014,m,Ernests Gulbis,Juan Monaco,LAT,ARG,53%,76%,17,0,11,4,78%,75%,47%,44%,223,192,208,166,142,142,60%,25%,32%,37%,127,128,59,16,79,35,57%,69%
First,Alexandr Dolgopolov,7-5 7-5 6-2,2014,m,Alexandr Dolgopolov,Richard Berankis,UKR,LTU,58%,50%,7,10,4,3,79%,68%,61%,46%,207,196,183,183,146,146,31%,33%,43%,29%,114,91,37,28,31,38,100%,55%
First,Leonardo Mayer,6-1 6-3 6-1,2014,m,Leonardo Mayer,Albert Montanes,ARG,ESP,61%,60%,13,1,1,4,94%,56%,62%,33%,,,,,,,50%,-,53%,19%,80,42,13,1,1,4,,
First,Kenny de Schepper,7-5 7-5 7-6(2),2014,m,Kenny de Schepper,Di Wu,FRA,CHN,62%,60%,19,3,13,5,76%,61%,40%,58%,214,189,184,160,128,128,36%,15%,40%,38%,134,125,58,33,66,36,66%,66%
First,Adrian Mannarino,3-6 6-3 6-0 5-7 6-4,2014,m,Adrian Mannarino,Steve Johnson,FRA,USA,58%,53%,3,21,3,12,64%,72%,63%,45%,,,,,,,64%,67%,40%,36%,142,129,3,21,3,12,,
First,Vasek Pospisil,6-4 6-3 6-4,2014,m,Vasek Pospisil,Samuel Groth,CAN,AUS,67%,65%,6,16,4,4,90%,67%,52%,52%,204,234,191,192,166,166,40%,0%,39%,23%,94,74,31,35,17,25,60%,47%
First,Matthew Ebden,6-3 7-5 4-6 0-6 6-3,2014,m,Matthew Ebden,Nicolas Mahut,AUS,FRA,67%,64%,7,7,7,4,66%,72%,52%,47%,211,202,176,186,153,153,50%,40%,37%,39%,131,137,45,49,55,57,76%,52%
First,Dominic Thiem,5-7 6-4 6-3 7-6(3),2014,m,Dominic Thiem,Joao Sousa,AUT,POR,55%,65%,20,8,3,0,79%,61%,51%,60%,,,,,,,42%,38%,40%,34%,148,133,20,8,3,0,,
First,Jerzy Janowicz,1-6 4-6 6-4 6-2 6-1,2014,m,Jerzy Janowicz,Jordan Thompson,POL,AUS,64%,60%,18,13,11,8,72%,73%,46%,40%,226,213,196,186,152,152,56%,30%,40%,38%,153,140,62,40,64,36,67%,64%
First,Damir Dzumhur,6-4 6-2 6-1,2014,m,Damir Dzumhur,Jan Hajek,BIH,CZE,53%,73%,4,2,3,6,86%,52%,59%,27%,,,,,,,58%,50%,55%,26%,95,55,4,2,3,6,,
First,Ivan Dodig,7-6(8) 6-3 7-6(4),2014,m,Ivan Dodig,Ivo Karlovic,CRO,CRO,83%,66%,8,25,2,1,82%,82%,71%,53%,,,,,,,67%,33%,28%,20%,108,93,41,48,7,27,69%,48%
First,Sam Querrey,6-3 6-2 3-6 7-6(3),2014,m,Sam Querrey,Santiago Giraldo,USA,COL,63%,65%,24,9,4,3,81%,70%,51%,55%,213,203,180,175,136,136,57%,29%,35%,30%,122,108,47,35,45,41,82%,50%
